Season,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,29,PG,12,10,24.3,3.5,8.3,0.42,1.3,3.8,0.356,2.2,4.6,0.473,0.5,0.8,0.8,1.0,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2
2016-17,30,PG,2,0,17.5,2.0,6.0,0.333,2.0,4.5,0.444,0.0,1.5,0.0,0.5,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0
