Season,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,23,PG,30,19,28.4,3.7,8.2,0.445,0.3,1.3,0.25,3.3,6.9,0.483,0.466,2.0,2.6,0.782,0.7,2.8,3.5,2.4,0.9,0.4,1.5,2.8,9.7
2018-19,24,PG,62,0,10.1,1.5,3.5,0.424,0.1,0.3,0.211,1.4,3.2,0.444,0.433,0.5,0.9,0.526,0.3,1.3,1.6,0.7,0.3,0.1,0.6,1.3,3.5
2021-22,27,SG,6,0,12.5,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2.0,0.417,0.4,0.2,0.8,0.2,0.0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8
