Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,21.0,CLE,NBA,C,1,0,3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,32.4,32.4,0.0,16.2,0.0,0.0,16.2,0.0,,69,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,0.0,0.0,0.0,0.282,-5.8,11.3,5.4,0.0
2020-21,22.0,CLE,NBA,C,6,0,29,1.7,5.1,0.333,0.0,0.0,1.7,5.1,0.333,8.5,13.6,0.625,5.1,5.1,10.2,0.0,3.4,3.4,3.4,0.0,11.9,101.0,108,13.3,0.537,0.0,2.667,11.3,11.9,11.6,0.0,3.4,6.1,23.5,12.8,0.0,0.0,0.0,0.063,-3.8,0.8,-3.0,0.0
Career,,,NBA,,7,0,32,1.5,4.6,0.333,0.0,0.0,1.5,4.6,0.333,7.7,12.3,0.625,4.6,7.7,12.3,0.0,4.6,3.1,3.1,1.5,10.8,101.0,105,13.9,0.537,0.0,2.667,10.3,17.8,14.0,0.0,4.6,5.6,23.5,11.6,0.0,0.1,0.1,0.083,-4.0,1.8,-2.2,0.0
