Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,22.0,MEM,NBA,SG,11,0,52,3.7,12.8,0.286,1.8,9.1,0.2,1.8,3.7,0.5,0.0,0.0,1.8,4.6,6.4,2.7,3.7,0.9,0.9,5.5,9.1,89,108,6.2,0.357,0.714,0.0,4.1,10.2,7.1,7.0,3.7,1.7,6.7,11.9,-0.1,0.1,0.0,0.033,-5.6,3.2,-2.4,0.0
Career,,,NBA,,11,0,52,3.7,12.8,0.286,1.8,9.1,0.2,1.8,3.7,0.5,0.0,0.0,1.8,4.6,6.4,2.7,3.7,0.9,0.9,5.5,9.1,89,108,6.2,0.357,0.714,0.0,4.1,10.2,7.1,7.0,3.7,1.7,6.7,11.9,-0.1,0.1,0.0,0.033,-5.6,3.2,-2.4,0.0
