Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,23.0,LAL,NBA,SF,6,0,40,3.6,10.7,0.333,3.6,9.5,0.375,0.0,1.2,0.0,0.0,0.0,1.2,7.1,8.3,4.7,0.0,0.0,0.0,3.6,10.7,124,118,7.6,0.5,0.889,0.0,2.8,15.5,9.3,12.4,0.0,0.0,0.0,9.5,0.0,0.0,0.1,0.081,-2.9,-0.5,-3.4,0.0
Career,,,NBA,,6,0,40,3.6,10.7,0.333,3.6,9.5,0.375,0.0,1.2,0.0,0.0,0.0,1.2,7.1,8.3,4.7,0.0,0.0,0.0,3.6,10.7,124,118,7.6,0.5,0.889,0.0,2.8,15.5,9.3,12.4,0.0,0.0,0.0,9.5,0.0,0.0,0.1,0.081,-2.9,-0.5,-3.4,0.0
