Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015-16,20.0,POR,NBA,PF,8,0,36,6.9,13.9,0.5,0.0,0.0,6.9,13.9,0.5,0.0,0.0,2.8,5.6,8.3,0.0,1.4,2.8,1.4,1.4,13.9,100,107,11.6,0.5,0.0,0.0,6.0,12.1,9.0,0.0,1.4,4.4,9.1,13.3,0.0,0.0,0.0,0.052,-0.5,0.5,0.0,0.0
Career,,,NBA,,8,0,36,6.9,13.9,0.5,0.0,0.0,6.9,13.9,0.5,0.0,0.0,2.8,5.6,8.3,0.0,1.4,2.8,1.4,1.4,13.9,100,107,11.6,0.5,0.0,0.0,6.0,12.1,9.0,0.0,1.4,4.4,9.1,13.3,0.0,0.0,0.0,0.052,-0.5,0.5,0.0,0.0
