Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,MIA,NBA,C,2,0,13,3.8,7.5,0.5,0.0,0.0,3.8,7.5,0.5,0.0,0.0,7.5,3.8,11.3,0.0,0.0,0.0,3.8,3.8,7.5,96,116,4.7,0.5,0.0,0.0,17.9,8.3,12.9,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,-0.003,-6.4,-3.7,-10.1,0.0
Career,,,NBA,,2,0,13,3.8,7.5,0.5,0.0,0.0,3.8,7.5,0.5,0.0,0.0,7.5,3.8,11.3,0.0,0.0,0.0,3.8,3.8,7.5,96,116,4.7,0.5,0.0,0.0,17.9,8.3,12.9,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,-0.003,-6.4,-3.7,-10.1,0.0
