Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017-18,24.0,BRK,NBA,SF,10,0,120,2.4,9.7,0.25,1.6,7.7,0.211,0.8,2.0,0.4,0.0,0.0,3.2,6.5,9.7,1.6,0.4,0.0,1.6,4.0,6.5,81,114,2.2,0.333,0.792,0.0,7.0,14.3,10.6,4.5,0.4,0.0,14.3,10.1,-0.1,0.0,-0.1,-0.041,-5.5,-2.8,-8.3,-0.2
Career,,,NBA,,10,0,120,2.4,9.7,0.25,1.6,7.7,0.211,0.8,2.0,0.4,0.0,0.0,3.2,6.5,9.7,1.6,0.4,0.0,1.6,4.0,6.5,81,114,2.2,0.333,0.792,0.0,7.0,14.3,10.6,4.5,0.4,0.0,14.3,10.1,-0.1,0.0,-0.1,-0.041,-5.5,-2.8,-8.3,-0.2
