Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,LAL,NBA,C,1.0,0.0,9.0,15.8,31.7,0.5,0.0,0.0,15.8,31.7,0.5,0.0,0.0,,10.6,15.8,26.4,5.3,0.0,0.0,0.0,0.0,31.7,122.0,107.0,28.6,0.5,0.0,0.0,24.6,36.1,30.4,20.3,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.226,4.8,-4.6,0.2,0.0
2020-21,24.0,LAL,NBA,PF,20.0,1.0,98.0,8.4,14.4,0.586,0.0,0.0,8.4,14.4,0.586,2.5,5.5,0.455,6.0,9.9,15.9,0.5,2.5,2.0,2.5,4.0,19.4,111.0,102.0,17.2,0.576,0.0,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,0.142,-1.5,0.4,-1.0,0.0
2021-22,25.0,SAS,NBA,PF,15.0,0.0,121.0,8.3,12.3,0.677,0.0,0.0,8.3,12.3,0.677,1.6,2.8,0.571,3.2,13.5,16.7,2.4,3.2,2.8,1.2,6.3,18.2,132.0,102.0,20.2,0.675,0.0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2
Career,,,NBA,,36.0,1.0,228.0,8.7,14.0,0.621,0.0,0.0,8.7,14.0,0.621,1.9,3.8,0.5,4.7,12.1,16.7,1.7,2.8,2.3,1.7,5.1,19.3,121.0,103.0,19.2,0.616,0.0,0.273,10.6,27.0,18.8,5.1,2.8,4.1,9.8,15.4,0.4,0.5,0.9,0.179,-0.1,1.8,1.8,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,21.0,1.0,107.0,9.1,15.9,0.571,0.0,0.0,9.1,15.9,0.571,2.3,5.0,0.455,6.4,10.4,16.8,0.9,2.3,1.8,2.3,3.6,20.4,113.0,103.0,18.2,0.565,0.0,0.314,14.8,23.9,19.4,3.1,2.3,3.3,11.2,18.1,0.1,0.2,0.3,0.149,-0.9,0.0,-0.9,0.0
1 season,,SAS,NBA,,15.0,0.0,121.0,8.3,12.3,0.677,0.0,0.0,8.3,12.3,0.677,1.6,2.8,0.571,3.2,13.5,16.7,2.4,3.2,2.8,1.2,6.3,18.2,132.0,102.0,20.2,0.675,0.0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2
