Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,20.0,POR,NBA,C,11,0,40,1.2,6.1,0.2,0.0,4.9,0.0,1.2,1.2,1.0,0.0,0.0,1.2,2.4,3.7,1.2,1.2,4.9,0.0,3.7,2.4,70,116,4.3,0.2,0.8,0.0,2.9,5.8,4.3,3.1,1.2,8.8,0.0,5.5,0.0,0.0,0.0,-0.01,-6.3,0.2,-6.1,0.0
Career,,,NBA,,11,0,40,1.2,6.1,0.2,0.0,4.9,0.0,1.2,1.2,1.0,0.0,0.0,1.2,2.4,3.7,1.2,1.2,4.9,0.0,3.7,2.4,70,116,4.3,0.2,0.8,0.0,2.9,5.8,4.3,3.1,1.2,8.8,0.0,5.5,0.0,0.0,0.0,-0.01,-6.3,0.2,-6.1,0.0
