Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,33.0,SAS,NBA,PF,67.0,5.0,1461.0,8.7,19.5,0.446,2.4,7.2,0.336,6.3,12.3,0.511,3.9,4.4,0.882,2.0,9.8,11.8,3.7,1.1,1.1,2.9,3.4,23.7,107.0,113.0,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4
2020-21,34.0,SAS,NBA,PF,63.0,1.0,1358.0,9.4,22.4,0.42,3.8,9.9,0.381,5.6,12.5,0.451,2.9,3.6,0.804,1.5,9.3,10.8,3.1,1.6,1.4,2.3,4.1,25.6,103.0,111.0,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0.0,1.7,1.7,0.059,-0.1,0.0,-0.1,0.6
2021-22,35.0,UTA,NBA,PF,55.0,1.0,1038.0,7.5,18.0,0.414,3.3,9.7,0.345,4.1,8.4,0.494,3.0,3.8,0.785,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,110.0,110.0,13.0,0.539,0.536,0.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1.0,0.3
2022-23,36.0,UTA,NBA,PF,56.0,0.0,816.0,6.4,16.8,0.38,1.9,7.6,0.254,4.5,9.2,0.484,2.5,2.9,0.857,1.9,7.6,9.6,3.3,1.1,1.1,2.2,4.0,17.2,101.0,117.0,9.1,0.475,0.453,0.171,4.4,17.1,10.8,9.4,1.1,1.9,10.7,17.7,-0.3,0.7,0.3,0.018,-3.6,-0.4,-4.0,-0.4
Career,,,NBA,,1120.0,779.0,34561.0,9.8,21.7,0.452,1.7,5.0,0.346,8.1,16.7,0.484,4.6,5.7,0.799,2.1,7.1,9.2,3.4,1.8,1.2,3.3,3.7,25.9,105.0,108.0,16.3,0.535,0.232,0.264,4.8,15.9,10.3,11.1,1.8,1.9,12.0,24.2,26.9,34.1,61.0,0.085,0.7,-0.2,0.6,22.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,MEM,NBA,,479.0,443.0,17338.0,9.9,21.9,0.452,1.5,4.3,0.344,8.4,17.6,0.478,4.5,5.8,0.771,2.2,6.1,8.3,2.9,1.9,1.3,3.3,3.6,25.7,104.0,108.0,16.1,0.526,0.195,0.265,4.9,14.0,9.4,9.5,1.9,1.9,11.9,24.1,12.4,16.8,29.2,0.081,0.7,-0.2,0.4,10.6
4 seasons,,SAS,NBA,,256.0,63.0,5892.0,9.6,20.8,0.462,2.4,6.6,0.364,7.2,14.1,0.508,3.6,4.4,0.819,2.0,9.8,11.8,3.8,1.5,1.2,2.9,3.9,25.2,107.0,109.0,16.4,0.555,0.319,0.211,4.5,21.9,13.1,11.7,1.5,2.1,11.2,23.0,4.1,7.1,11.3,0.092,0.3,0.1,0.4,3.5
4 seasons,,SAC,NBA,,223.0,222.0,7692.0,10.2,22.1,0.464,1.5,4.4,0.347,8.7,17.6,0.494,5.8,7.0,0.833,2.1,6.7,8.7,4.0,1.8,1.0,3.6,3.5,27.8,107.0,109.0,18.1,0.554,0.201,0.318,4.7,14.8,9.8,14.3,1.8,1.6,12.6,25.3,10.4,5.9,16.3,0.102,1.8,-0.3,1.5,6.8
2 seasons,,UTA,NBA,,111.0,1.0,1854.0,7.0,17.5,0.399,2.7,8.8,0.309,4.3,8.8,0.489,2.7,3.4,0.813,2.3,8.3,10.6,3.0,1.2,1.0,2.2,4.3,19.4,106.0,113.0,11.3,0.512,0.5,0.192,5.3,18.2,11.9,8.5,1.2,1.7,10.4,18.6,0.5,1.9,2.4,0.062,-2.0,-0.4,-2.3,-0.1
2 seasons,,TOR,NBA,,51.0,50.0,1785.0,10.9,26.6,0.411,2.0,5.6,0.347,9.0,21.0,0.428,5.5,6.7,0.824,2.1,8.1,10.2,4.0,2.5,1.3,4.5,4.2,29.4,96.0,103.0,16.5,0.497,0.211,0.252,4.7,18.3,11.4,13.9,2.5,2.0,13.3,29.7,-0.5,2.4,1.9,0.051,0.9,0.5,1.4,1.5
