Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009-10,25.0,BOS,NBA,SG,1,0,22,7.1,14.3,0.5,2.4,4.8,0.5,4.8,9.5,0.5,0.0,0.0,2.4,7.1,9.5,4.8,0.0,0.0,2.4,0.0,16.7,112,109,12.8,0.583,0.333,0.0,5.7,16.3,11.1,14.4,0.0,0.0,14.3,14.9,0.0,0.0,0.0,0.098,1.4,-3.2,-1.9,0.0
Career,,,NBA,,1,0,22,7.1,14.3,0.5,2.4,4.8,0.5,4.8,9.5,0.5,0.0,0.0,2.4,7.1,9.5,4.8,0.0,0.0,2.4,0.0,16.7,112,109,12.8,0.583,0.333,0.0,5.7,16.3,11.1,14.4,0.0,0.0,14.3,14.9,0.0,0.0,0.0,0.098,1.4,-3.2,-1.9,0.0
