Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2014-15,26.0,UTA,NBA,SG,4,1,29,5.5,22.0,0.25,0.0,7.3,0.0,5.5,14.6,0.375,0.0,0.0,3.7,7.3,11.0,0.0,1.8,0.0,1.8,11.0,11.0,61,106,-2.6,0.25,0.333,0.0,8.0,15.9,12.0,0.0,1.8,0.0,7.7,20.6,-0.1,0.0,-0.1,-0.15,-13.0,-2.0,-15.0,-0.1
Career,,,NBA,,4,1,29,5.5,22.0,0.25,0.0,7.3,0.0,5.5,14.6,0.375,0.0,0.0,3.7,7.3,11.0,0.0,1.8,0.0,1.8,11.0,11.0,61,106,-2.6,0.25,0.333,0.0,8.0,15.9,12.0,0.0,1.8,0.0,7.7,20.6,-0.1,0.0,-0.1,-0.15,-13.0,-2.0,-15.0,-0.1
