Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,22.0,DET,NBA,PG,10.0,0.0,53.0,4.6,18.6,0.25,1.9,9.3,0.2,2.8,9.3,0.3,0.0,0.0,0.0,3.7,3.7,7.4,0.9,0.0,1.9,5.6,11.1,76.0,117.0,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.117,-9.1,-2.8,-11.9,-0.1
2020-21,23.0,ORL,NBA,PG,14.0,0.0,196.0,5.7,13.4,0.426,2.5,7.9,0.313,3.2,5.5,0.591,0.0,0.0,1.0,5.0,6.0,4.5,0.5,0.0,0.7,2.7,13.9,113.0,119.0,8.9,0.519,0.593,0.0,2.0,11.0,6.4,13.6,0.5,0.0,5.3,12.6,0.1,0.1,0.2,0.045,-3.0,-1.2,-4.2,-0.1
Career,,,NBA,,24.0,0.0,249.0,5.5,14.5,0.378,2.4,8.2,0.286,3.1,6.3,0.5,0.0,0.0,0.8,4.7,5.5,5.1,0.6,0.0,1.0,3.3,13.3,102.0,119.0,7.1,0.459,0.568,0.0,1.6,10.5,5.9,15.1,0.6,0.0,6.3,13.7,0.0,0.1,0.1,0.01,-4.3,-1.6,-5.9,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,ORL,NBA,,14.0,0.0,196.0,5.7,13.4,0.426,2.5,7.9,0.313,3.2,5.5,0.591,0.0,0.0,1.0,5.0,6.0,4.5,0.5,0.0,0.7,2.7,13.9,113.0,119.0,8.9,0.519,0.593,0.0,2.0,11.0,6.4,13.6,0.5,0.0,5.3,12.6,0.1,0.1,0.2,0.045,-3.0,-1.2,-4.2,-0.1
1 season,,DET,NBA,,10.0,0.0,53.0,4.6,18.6,0.25,1.9,9.3,0.2,2.8,9.3,0.3,0.0,0.0,0.0,3.7,3.7,7.4,0.9,0.0,1.9,5.6,11.1,76.0,117.0,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.117,-9.1,-2.8,-11.9,-0.1
