Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,20.0,BOS,NBA,PG,9,0,21,7.0,25.6,0.273,0.0,7.0,0.0,7.0,18.6,0.375,0.0,0.0,2.3,9.3,11.6,9.3,4.6,0.0,2.3,4.6,13.9,77,105,6.7,0.273,0.273,0.0,5.3,20.6,13.0,26.6,4.6,0.0,8.3,25.0,-0.1,0.0,0.0,-0.098,-11.6,1.9,-9.7,0.0
Career,,,NBA,,9,0,21,7.0,25.6,0.273,0.0,7.0,0.0,7.0,18.6,0.375,0.0,0.0,2.3,9.3,11.6,9.3,4.6,0.0,2.3,4.6,13.9,77,105,6.7,0.273,0.273,0.0,5.3,20.6,13.0,26.6,4.6,0.0,8.3,25.0,-0.1,0.0,0.0,-0.098,-11.6,1.9,-9.7,0.0
