Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,25.0,SAC,NBA,C,1,0,19,5.1,7.7,0.667,0.0,0.0,5.1,7.7,0.667,5.1,5.1,1.0,5.1,12.8,17.9,0.0,0.0,0.0,0.0,12.8,15.3,173,113,13.9,0.773,0.0,0.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,0.218,-1.9,-1.5,-3.4,0.0
Career,,,NBA,,1,0,19,5.1,7.7,0.667,0.0,0.0,5.1,7.7,0.667,5.1,5.1,1.0,5.1,12.8,17.9,0.0,0.0,0.0,0.0,12.8,15.3,173,113,13.9,0.773,0.0,0.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,0.218,-1.9,-1.5,-3.4,0.0
