Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,21.0,CHO,NBA,C,38,12,676,9.2,14.4,0.642,0.0,0.0,9.2,14.4,0.642,3.9,5.7,0.679,5.3,12.0,17.2,1.2,1.8,2.9,2.3,5.7,22.3,126,109,20.3,0.661,0.0,0.397,11.5,27.4,19.3,3.8,1.8,5.3,11.8,16.9,1.3,1.1,2.4,0.17,-0.4,1.0,0.5,0.4
Career,,,NBA,,38,12,676,9.2,14.4,0.642,0.0,0.0,9.2,14.4,0.642,3.9,5.7,0.679,5.3,12.0,17.2,1.2,1.8,2.9,2.3,5.7,22.3,126,109,20.3,0.661,0.0,0.397,11.5,27.4,19.3,3.8,1.8,5.3,11.8,16.9,1.3,1.1,2.4,0.17,-0.4,1.0,0.5,0.4
