Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017-18,24.0,SAS,NBA,C,4,0,32,3.2,6.3,0.5,0.0,0.0,3.2,6.3,0.5,0.0,0.0,1.6,12.6,14.2,3.2,3.2,3.2,1.6,11.1,6.3,101,96,9.7,0.5,0.0,0.0,3.4,27.9,15.6,8.3,3.2,5.2,20.0,7.0,0.0,0.1,0.1,0.127,-6.0,5.3,-0.7,0.0
Career,,,NBA,,4,0,32,3.2,6.3,0.5,0.0,0.0,3.2,6.3,0.5,0.0,0.0,1.6,12.6,14.2,3.2,3.2,3.2,1.6,11.1,6.3,101,96,9.7,0.5,0.0,0.0,3.4,27.9,15.6,8.3,3.2,5.2,20.0,7.0,0.0,0.1,0.1,0.127,-6.0,5.3,-0.7,0.0
