Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013-14,23.0,MIL,NBA,SG,3.0,0.0,15.0,10.5,24.4,0.429,0.0,0.0,10.5,24.4,0.429,3.5,3.5,1.0,3.5,13.9,17.4,0.0,0.0,0.0,0.0,0.0,24.4,106.0,111.0,16.1,0.47,0.0,0.143,7.4,31.6,19.1,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.067,2.2,-0.5,1.7,0.0
2018-19,28.0,MEM,NBA,SG,1.0,0.0,7.0,7.1,14.2,0.5,0.0,0.0,7.1,14.2,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,7.1,0.0,7.1,0.0,14.2,60.0,102.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.1,0.0,0.0,0.0,-0.119,-7.1,1.6,-5.5,0.0
Career,,,NBA,,4.0,0.0,22.0,9.4,21.0,0.444,0.0,0.0,9.4,21.0,0.444,2.3,2.3,1.0,2.3,9.4,11.7,0.0,2.3,0.0,2.3,0.0,21.0,92.0,108.0,12.7,0.477,0.0,0.111,5.0,21.5,13.0,0.0,2.3,0.0,9.6,21.4,0.0,0.0,0.0,0.008,-0.8,0.2,-0.6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIL,NBA,,3.0,0.0,15.0,10.5,24.4,0.429,0.0,0.0,10.5,24.4,0.429,3.5,3.5,1.0,3.5,13.9,17.4,0.0,0.0,0.0,0.0,0.0,24.4,106.0,111.0,16.1,0.47,0.0,0.143,7.4,31.6,19.1,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.067,2.2,-0.5,1.7,0.0
1 season,,MEM,NBA,,1.0,0.0,7.0,7.1,14.2,0.5,0.0,0.0,7.1,14.2,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,7.1,0.0,7.1,0.0,14.2,60.0,102.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.1,0.0,0.0,0.0,-0.119,-7.1,1.6,-5.5,0.0
