Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016-17,23.0,WAS,NBA,C,19,0,75,7.9,17.7,0.444,0.0,0.0,7.9,17.7,0.444,0.0,1.3,0.0,3.3,11.2,14.5,2.0,1.3,0.0,2.0,11.2,15.8,91,108,6.6,0.43,0.0,0.074,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,0.005,-7.0,-1.5,-8.4,-0.1
Career,,,NBA,,19,0,75,7.9,17.7,0.444,0.0,0.0,7.9,17.7,0.444,0.0,1.3,0.0,3.3,11.2,14.5,2.0,1.3,0.0,2.0,11.2,15.8,91,108,6.6,0.43,0.0,0.074,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,0.005,-7.0,-1.5,-8.4,-0.1
