Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,27.0,DET,NBA,PG,1,0,7,0.0,20.9,0.0,0.0,13.9,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,13.9,0.0,15,118,-22.2,0.0,0.667,0.0,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0
Career,,,NBA,,1,0,7,0.0,20.9,0.0,0.0,13.9,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,13.9,0.0,15,118,-22.2,0.0,0.667,0.0,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0
