Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,24.0,NOP,NBA,PF,4.0,0.0,51.0,5.4,8.2,0.667,0.0,0.9,0.0,5.4,7.3,0.75,0.0,0.0,2.7,5.4,8.2,2.7,0.9,0.9,3.6,9.1,10.9,103.0,114.0,6.7,0.667,0.111,0.0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0.0,0.0,0.0,0.034,-6.6,-0.5,-7.2,-0.1
2021-22,26.0,UTA,NBA,SF,1.0,0.0,5.0,0.0,29.7,0.0,0.0,19.8,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,-23.8,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-0.1,0.0,-0.1,-0.61,-19.3,-11.3,-30.6,0.0
Career,,,NBA,,5.0,0.0,56.0,5.0,10.0,0.5,0.0,2.5,0.0,5.0,7.5,0.667,0.0,0.0,2.5,5.0,7.5,2.5,0.8,0.8,3.3,8.3,10.0,87.0,114.0,4.0,0.5,0.25,0.0,5.7,11.4,8.5,7.0,0.8,1.5,25.0,11.8,-0.1,0.0,0.0,-0.024,-7.8,-1.5,-9.3,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,NOP,NBA,,4.0,0.0,51.0,5.4,8.2,0.667,0.0,0.9,0.0,5.4,7.3,0.75,0.0,0.0,2.7,5.4,8.2,2.7,0.9,0.9,3.6,9.1,10.9,103.0,114.0,6.7,0.667,0.111,0.0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0.0,0.0,0.0,0.034,-6.6,-0.5,-7.2,-0.1
1 season,,UTA,NBA,,1.0,0.0,5.0,0.0,29.7,0.0,0.0,19.8,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,-23.8,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-0.1,0.0,-0.1,-0.61,-19.3,-11.3,-30.6,0.0
