Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,20.0,POR,NBA,C,9.0,0.0,33.0,5.8,14.4,0.4,0.0,0.0,5.8,14.4,0.4,4.3,11.6,0.375,4.3,15.9,20.2,1.4,1.4,1.4,4.3,10.1,15.9,81.0,108.0,6.7,0.407,0.0,0.8,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.065,-8.2,-1.8,-10.0,-0.1
2020-21,21.0,OKC,NBA,C,43.0,32.0,920.0,7.5,13.8,0.545,0.0,0.0,7.5,13.8,0.545,4.0,6.5,0.619,8.0,11.8,19.8,0.5,1.6,2.4,2.2,4.8,19.1,117.0,109.0,18.8,0.572,0.0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,1.3,1.3,2.6,0.138,-1.3,-1.2,-2.4,-0.1
2021-22,22.0,TOT,NBA,C,40.0,6.0,345.0,9.3,15.7,0.593,0.0,0.0,9.3,15.7,0.593,6.2,10.5,0.597,5.7,13.9,19.6,0.1,1.0,2.3,2.9,7.7,24.8,115.0,105.0,18.5,0.612,0.0,0.667,12.7,30.5,21.7,0.4,1.0,4.2,12.5,20.7,0.5,0.7,1.2,0.16,-2.4,-0.9,-3.3,-0.1
2021-22,22.0,DAL,NBA,C,26.0,1.0,169.0,8.0,14.9,0.54,0.0,0.0,8.0,14.9,0.54,8.0,12.8,0.628,4.8,13.4,18.2,0.3,0.9,2.7,4.2,8.3,24.1,106.0,105.0,15.5,0.588,0.0,0.86,10.5,29.6,20.1,0.9,0.9,4.8,16.9,22.1,0.1,0.3,0.4,0.111,-4.7,-0.2,-4.8,-0.1
2021-22,22.0,CLE,NBA,C,14.0,5.0,176.0,10.5,16.5,0.638,0.0,0.0,10.5,16.5,0.638,4.5,8.2,0.552,6.5,14.5,21.0,0.0,1.1,2.0,1.7,7.1,25.5,126.0,105.0,21.4,0.636,0.0,0.5,14.8,31.4,23.2,0.0,1.1,3.5,7.8,19.3,0.4,0.3,0.8,0.207,-0.2,-1.7,-1.9,0.0
2022-23,23.0,LAC,NBA,C,34.0,1.0,288.0,10.4,16.4,0.635,0.0,0.0,10.4,16.4,0.635,5.6,12.3,0.458,9.7,14.0,23.7,0.7,0.5,2.4,2.4,6.5,26.4,124.0,110.0,22.8,0.607,0.0,0.75,22.3,31.6,27.0,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.187,0.9,-1.3,-0.4,0.1
Career,,,NBA,,126.0,39.0,1586.0,8.4,14.7,0.571,0.0,0.0,8.4,14.7,0.571,4.8,8.5,0.565,7.7,12.7,20.5,0.5,1.3,2.4,2.4,5.8,21.6,118.0,108.0,19.2,0.585,0.0,0.577,17.0,28.3,22.6,1.6,1.3,4.4,11.7,18.7,2.4,2.4,4.9,0.147,-1.3,-1.1,-2.4,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,OKC,NBA,,43.0,32.0,920.0,7.5,13.8,0.545,0.0,0.0,7.5,13.8,0.545,4.0,6.5,0.619,8.0,11.8,19.8,0.5,1.6,2.4,2.2,4.8,19.1,117.0,109.0,18.8,0.572,0.0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,1.3,1.3,2.6,0.138,-1.3,-1.2,-2.4,-0.1
1 season,,LAC,NBA,,34.0,1.0,288.0,10.4,16.4,0.635,0.0,0.0,10.4,16.4,0.635,5.6,12.3,0.458,9.7,14.0,23.7,0.7,0.5,2.4,2.4,6.5,26.4,124.0,110.0,22.8,0.607,0.0,0.75,22.3,31.6,27.0,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.187,0.9,-1.3,-0.4,0.1
1 season,,DAL,NBA,,26.0,1.0,169.0,8.0,14.9,0.54,0.0,0.0,8.0,14.9,0.54,8.0,12.8,0.628,4.8,13.4,18.2,0.3,0.9,2.7,4.2,8.3,24.1,106.0,105.0,15.5,0.588,0.0,0.86,10.5,29.6,20.1,0.9,0.9,4.8,16.9,22.1,0.1,0.3,0.4,0.111,-4.7,-0.2,-4.8,-0.1
1 season,,CLE,NBA,,14.0,5.0,176.0,10.5,16.5,0.638,0.0,0.0,10.5,16.5,0.638,4.5,8.2,0.552,6.5,14.5,21.0,0.0,1.1,2.0,1.7,7.1,25.5,126.0,105.0,21.4,0.636,0.0,0.5,14.8,31.4,23.2,0.0,1.1,3.5,7.8,19.3,0.4,0.3,0.8,0.207,-0.2,-1.7,-1.9,0.0
1 season,,POR,NBA,,9.0,0.0,33.0,5.8,14.4,0.4,0.0,0.0,5.8,14.4,0.4,4.3,11.6,0.375,4.3,15.9,20.2,1.4,1.4,1.4,4.3,10.1,15.9,81.0,108.0,6.7,0.407,0.0,0.8,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.065,-8.2,-1.8,-10.0,-0.1
