Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011-12,23.0,CLE,NBA,SG,5,3,95,3.9,13.3,0.292,2.2,6.1,0.364,1.7,7.2,0.231,0.0,0.0,0.0,2.8,2.8,3.9,1.1,0.6,2.8,4.4,10.0,76,113,2.2,0.375,0.458,0.0,0.0,6.2,3.0,11.6,1.1,0.8,17.2,13.7,-0.2,0.0,-0.2,-0.079,-5.9,-1.1,-7.1,-0.1
Career,,,NBA,,5,3,95,3.9,13.3,0.292,2.2,6.1,0.364,1.7,7.2,0.231,0.0,0.0,0.0,2.8,2.8,3.9,1.1,0.6,2.8,4.4,10.0,76,113,2.2,0.375,0.458,0.0,0.0,6.2,3.0,11.6,1.1,0.8,17.2,13.7,-0.2,0.0,-0.2,-0.079,-5.9,-1.1,-7.1,-0.1
