Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012-13,24.0,HOU,NBA,C,3,0,12,4.2,12.5,0.333,0.0,0.0,4.2,12.5,0.333,4.2,4.2,1.0,0.0,4.2,4.2,4.2,4.2,0.0,16.6,4.2,12.5,46,104,-6.1,0.436,0.0,0.333,0.0,9.3,4.7,11.8,4.2,0.0,53.8,27.1,-0.1,0.0,-0.1,-0.369,-17.2,0.0,-17.2,0.0
Career,,,NBA,,3,0,12,4.2,12.5,0.333,0.0,0.0,4.2,12.5,0.333,4.2,4.2,1.0,0.0,4.2,4.2,4.2,4.2,0.0,16.6,4.2,12.5,46,104,-6.1,0.436,0.0,0.333,0.0,9.3,4.7,11.8,4.2,0.0,53.8,27.1,-0.1,0.0,-0.1,-0.369,-17.2,0.0,-17.2,0.0
