Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011-12,25.0,TOT,NBA,PF,26.0,7.0,252.0,5.2,12.2,0.424,0.0,0.0,5.2,12.2,0.424,1.2,2.5,0.5,2.9,9.1,12.0,1.0,0.8,4.1,1.4,6.6,11.6,92.0,105.0,9.5,0.436,0.0,0.203,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1,-0.1,0.2,0.2,0.029,-4.6,-0.1,-4.7,-0.2
2011-12,25.0,MIA,NBA,PF,8.0,0.0,28.0,1.9,5.6,0.333,0.0,0.0,1.9,5.6,0.333,0.0,0.0,,1.9,18.8,20.7,3.8,1.9,1.9,5.6,15.0,3.8,56.0,91.0,1.8,0.333,0.0,0.0,4.4,41.1,23.5,9.8,1.9,2.9,50.0,9.9,-0.1,0.1,0.0,-0.004,-9.4,2.8,-6.6,0.0
2011-12,25.0,GSW,NBA,PF,18.0,7.0,224.0,5.6,13.0,0.429,0.0,0.0,5.6,13.0,0.429,1.4,2.8,0.5,3.0,7.9,10.9,0.7,0.7,4.4,0.9,5.6,12.5,96.0,107.0,10.5,0.441,0.0,0.214,6.6,17.2,11.9,2.0,0.7,6.5,6.1,13.4,0.0,0.2,0.2,0.033,-4.0,-0.5,-4.5,-0.1
Career,,,NBA,,26.0,7.0,252.0,5.2,12.2,0.424,0.0,0.0,5.2,12.2,0.424,1.2,2.5,0.5,2.9,9.1,12.0,1.0,0.8,4.1,1.4,6.6,11.6,92.0,105.0,9.5,0.436,0.0,0.203,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1,-0.1,0.2,0.2,0.029,-4.6,-0.1,-4.7,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,GSW,NBA,,18.0,7.0,224.0,5.6,13.0,0.429,0.0,0.0,5.6,13.0,0.429,1.4,2.8,0.5,3.0,7.9,10.9,0.7,0.7,4.4,0.9,5.6,12.5,96.0,107.0,10.5,0.441,0.0,0.214,6.6,17.2,11.9,2.0,0.7,6.5,6.1,13.4,0.0,0.2,0.2,0.033,-4.0,-0.5,-4.5,-0.1
1 season,,MIA,NBA,,8.0,0.0,28.0,1.9,5.6,0.333,0.0,0.0,1.9,5.6,0.333,0.0,0.0,,1.9,18.8,20.7,3.8,1.9,1.9,5.6,15.0,3.8,56.0,91.0,1.8,0.333,0.0,0.0,4.4,41.1,23.5,9.8,1.9,2.9,50.0,9.9,-0.1,0.1,0.0,-0.004,-9.4,2.8,-6.6,0.0
