Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,24.0,WAS,NBA,PG,4,0,11,13.3,26.7,0.5,4.4,13.3,0.333,8.9,13.3,0.667,0.0,0.0,4.4,0.0,4.4,4.4,4.4,0.0,0.0,4.4,31.1,128,114,23.4,0.583,0.5,0.0,10.7,0.0,5.1,15.2,4.4,0.0,0.0,23.8,0.0,0.0,0.0,0.191,3.1,1.3,4.4,0.0
Career,,,NBA,,4,0,11,13.3,26.7,0.5,4.4,13.3,0.333,8.9,13.3,0.667,0.0,0.0,4.4,0.0,4.4,4.4,4.4,0.0,0.0,4.4,31.1,128,114,23.4,0.583,0.5,0.0,10.7,0.0,5.1,15.2,4.4,0.0,0.0,23.8,0.0,0.0,0.0,0.191,3.1,1.3,4.4,0.0
