Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,22.0,NOP,NBA,SG,5,0,12,8.1,20.2,0.4,0.0,0.0,8.1,20.2,0.4,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.1,95,121,4.6,0.4,0.0,0.0,9.4,0.0,4.7,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,-0.035,-6.6,-4.7,-11.4,0.0
Career,,,NBA,,5,0,12,8.1,20.2,0.4,0.0,0.0,8.1,20.2,0.4,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.1,95,121,4.6,0.4,0.0,0.0,9.4,0.0,4.7,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,-0.035,-6.6,-4.7,-11.4,0.0
