Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009-10,24.0,OKC,NBA,SF,1,0,15,3.4,10.3,0.333,0.0,0.0,3.4,10.3,0.333,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,3.4,3.4,6.9,66,114,-1.7,0.333,0.0,0.0,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.104,-7.6,-4.8,-12.4,0.0
Career,,,NBA,,1,0,15,3.4,10.3,0.333,0.0,0.0,3.4,10.3,0.333,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,3.4,3.4,6.9,66,114,-1.7,0.333,0.0,0.0,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.104,-7.6,-4.8,-12.4,0.0
