Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,26.0,IND,NBA,C,5,0,29,8.1,13.0,0.625,0.0,0.0,8.1,13.0,0.625,4.9,4.9,1.0,3.3,9.8,13.0,1.6,0.0,8.1,6.5,6.5,21.2,101,106,16.6,0.697,0.0,0.375,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,0.0,0.1,0.0,0.073,-6.2,1.4,-4.8,0.0
Career,,,NBA,,5,0,29,8.1,13.0,0.625,0.0,0.0,8.1,13.0,0.625,4.9,4.9,1.0,3.3,9.8,13.0,1.6,0.0,8.1,6.5,6.5,21.2,101,106,16.6,0.697,0.0,0.375,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,0.0,0.1,0.0,0.073,-6.2,1.4,-4.8,0.0
