Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012-13,22.0,UTA,NBA,SG,17,0,52,7.1,28.4,0.25,1.0,5.1,0.2,6.1,23.3,0.261,0.0,0.0,0.0,4.1,4.1,2.0,1.0,0.0,3.0,4.1,15.2,57,112,-4.5,0.268,0.179,0.0,0.0,9.1,4.5,6.1,1.0,0.0,9.7,27.1,-0.3,0.0,-0.3,-0.272,-11.4,-5.4,-16.8,-0.2
Career,,,NBA,,17,0,52,7.1,28.4,0.25,1.0,5.1,0.2,6.1,23.3,0.261,0.0,0.0,0.0,4.1,4.1,2.0,1.0,0.0,3.0,4.1,15.2,57,112,-4.5,0.268,0.179,0.0,0.0,9.1,4.5,6.1,1.0,0.0,9.7,27.1,-0.3,0.0,-0.3,-0.272,-11.4,-5.4,-16.8,-0.2
