Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017-18,24.0,MIA,NBA,SG,3,0,11,9.1,27.4,0.333,4.6,22.8,0.2,4.6,4.6,1.0,0.0,0.0,0.0,4.6,4.6,0.0,0.0,0.0,4.6,4.6,22.8,70,113,-0.7,0.417,0.833,0.0,0.0,10.2,5.1,0.0,0.0,0.0,14.3,28.6,-0.1,0.0,0.0,-0.197,-7.0,-4.2,-11.2,0.0
Career,,,NBA,,3,0,11,9.1,27.4,0.333,4.6,22.8,0.2,4.6,4.6,1.0,0.0,0.0,0.0,4.6,4.6,0.0,0.0,0.0,4.6,4.6,22.8,70,113,-0.7,0.417,0.833,0.0,0.0,10.2,5.1,0.0,0.0,0.0,14.3,28.6,-0.1,0.0,0.0,-0.197,-7.0,-4.2,-11.2,0.0
