Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009-10,25.0,MEM,NBA,SF,2,0,5,10.3,10.3,1.0,0.0,0.0,10.3,10.3,1.0,0.0,0.0,0.0,10.3,10.3,0.0,10.3,0.0,0.0,0.0,20.5,200,91,30.9,1.0,0.0,0.0,0.0,23.4,11.7,0.0,10.3,0.0,0.0,8.8,0.0,0.0,0.0,0.336,7.6,13.6,21.2,0.0
Career,,,NBA,,2,0,5,10.3,10.3,1.0,0.0,0.0,10.3,10.3,1.0,0.0,0.0,0.0,10.3,10.3,0.0,10.3,0.0,0.0,0.0,20.5,200,91,30.9,1.0,0.0,0.0,0.0,23.4,11.7,0.0,10.3,0.0,0.0,8.8,0.0,0.0,0.0,0.336,7.6,13.6,21.2,0.0
