Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,23.0,CLE,NBA,PF,10,0,30,8.4,16.7,0.5,1.7,5.0,0.333,6.7,11.7,0.571,0.0,0.0,1.7,18.4,20.1,0.0,1.7,1.7,0.0,3.3,18.4,115,102,15.6,0.55,0.3,0.0,3.9,43.3,23.6,0.0,1.7,3.1,0.0,14.9,0.0,0.1,0.1,0.148,-0.4,1.7,1.3,0.0
Career,,,NBA,,10,0,30,8.4,16.7,0.5,1.7,5.0,0.333,6.7,11.7,0.571,0.0,0.0,1.7,18.4,20.1,0.0,1.7,1.7,0.0,3.3,18.4,115,102,15.6,0.55,0.3,0.0,3.9,43.3,23.6,0.0,1.7,3.1,0.0,14.9,0.0,0.1,0.1,0.148,-0.4,1.7,1.3,0.0
