Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2022-23,19.0,NYK,NBA,SG,2,0,4,12.4,37.2,0.333,12.4,37.2,0.333,0.0,0.0,0.0,0.0,0.0,24.8,24.8,0.0,0.0,0.0,0.0,0.0,37.2,105,108,17.3,0.5,1.0,0.0,0.0,54.7,27.3,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.079,-0.9,-2.3,-3.2,0.0
Career,,,NBA,,2,0,4,12.4,37.2,0.333,12.4,37.2,0.333,0.0,0.0,0.0,0.0,0.0,24.8,24.8,0.0,0.0,0.0,0.0,0.0,37.2,105,108,17.3,0.5,1.0,0.0,0.0,54.7,27.3,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.079,-0.9,-2.3,-3.2,0.0
