Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,OKC,NBA,PF,10,0,52,6.5,25.2,0.259,2.8,18.7,0.15,3.7,6.5,0.571,0.0,0.0,0.9,10.3,11.2,4.7,0.9,0.9,0.0,3.7,15.9,78,109,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0
Career,,,NBA,,10,0,52,6.5,25.2,0.259,2.8,18.7,0.15,3.7,6.5,0.571,0.0,0.0,0.9,10.3,11.2,4.7,0.9,0.9,0.0,3.7,15.9,78,109,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0
