Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,23.0,CHO,NBA,PG,7,0,27,14.5,21.7,0.667,3.6,7.2,0.5,10.9,14.5,0.75,0.0,0.0,0.0,1.8,1.8,5.4,1.8,0.0,1.8,0.0,32.6,134,117,23.6,0.75,0.333,0.0,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,0.1,0.0,0.1,0.177,4.6,0.5,5.1,0.0
Career,,,NBA,,7,0,27,14.5,21.7,0.667,3.6,7.2,0.5,10.9,14.5,0.75,0.0,0.0,0.0,1.8,1.8,5.4,1.8,0.0,1.8,0.0,32.6,134,117,23.6,0.75,0.333,0.0,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,0.1,0.0,0.1,0.177,4.6,0.5,5.1,0.0
