Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013-14,23.0,BOS,NBA,SG,14,0,132,3.1,11.7,0.267,2.3,10.5,0.222,0.8,1.2,0.667,0.0,0.0,1.6,5.1,6.6,1.2,2.3,0.0,1.2,5.1,8.6,82,108,3.7,0.367,0.9,0.0,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,-0.1,0.1,0.0,-0.008,-6.0,-0.1,-6.1,-0.1
Career,,,NBA,,14,0,132,3.1,11.7,0.267,2.3,10.5,0.222,0.8,1.2,0.667,0.0,0.0,1.6,5.1,6.6,1.2,2.3,0.0,1.2,5.1,8.6,82,108,3.7,0.367,0.9,0.0,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,-0.1,0.1,0.0,-0.008,-6.0,-0.1,-6.1,-0.1
