Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
C,4,0,18,5.9,8.8,0.667,0.0,0.0,5.9,8.8,0.667,0.0,0.0,0.0,8.8,8.8,0.0,0.0,2.9,2.9,2.9,11.7,90,111,7.8,0.667,0.0,0.0,0.0,20.3,10.1,0.0,0.0,4.5,25.0,10.2,0.0,0.0,0.0,0.008,-4.3,-2.7,-7.1,0.0
