Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
PF,47,0,542,7.6,13.0,0.582,0.0,0.0,7.6,13.0,0.582,1.8,2.7,0.643,7.4,6.7,14.1,1.0,1.7,1.0,1.8,4.2,16.9,120,106,16.7,0.595,0.0,0.209,15.4,14.8,15.1,2.9,1.7,1.4,11.5,14.1,1.1,0.6,1.7,0.149,0.0,-1.2,-1.2,0.1
PF,12,2,187,4.1,9.8,0.421,0.0,0.0,4.1,9.8,0.421,1.0,1.3,0.8,2.8,6.2,9.1,0.5,2.1,1.0,1.8,5.7,9.3,89,109,6.7,0.448,0.0,0.132,6.1,14.4,10.1,1.5,2.1,1.7,14.8,10.7,-0.1,0.1,0.0,0.007,-5.9,-1.4,-7.3,-0.3
