Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
SF,82.0,0.0,1682.0,9.5,20.4,0.465,1.3,4.6,0.289,8.2,15.9,0.516,5.5,7.3,0.764,3.0,5.0,8.0,1.6,0.7,0.2,2.1,2.8,25.9,110.0,114.0,15.2,0.548,0.223,0.355,7.0,11.4,9.2,5.2,0.7,0.3,8.2,22.8,2.6,0.2,2.7,0.077,0.6,-3.1,-2.5,-0.2
SF,78.0,1.0,1516.0,9.6,20.0,0.482,1.6,4.9,0.338,8.0,15.2,0.528,4.9,6.4,0.774,2.8,4.5,7.4,1.2,0.7,0.2,1.9,2.9,25.8,114.0,116.0,14.9,0.566,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,0.5,-2.9,-2.4,-0.1
"SF,SG",43.0,2.0,418.0,10.0,22.5,0.447,0.8,3.2,0.259,9.2,19.2,0.478,4.7,6.0,0.78,2.7,6.3,9.1,1.7,1.1,0.4,0.7,3.6,25.6,109.0,113.0,15.4,0.51,0.144,0.266,6.3,14.8,10.6,5.7,1.1,0.6,2.8,23.0,0.5,0.2,0.7,0.081,-0.3,-2.3,-2.5,-0.1
