Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
PG,4,0,11,0.0,9.2,0.0,0.0,4.6,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,4.6,0.0,57,118,-2.9,0.0,0.5,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,0.0,0.0,0.0,-0.101,-9.4,-4.2,-13.6,0.0
