Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
C,11.0,0.0,73.0,7.4,12.9,0.579,0.0,0.0,7.4,12.9,0.579,2.0,5.4,0.375,4.7,9.5,14.2,2.0,0.7,4.1,3.4,5.4,16.9,101.0,99.0,14.4,0.555,0.0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0.0,0.1,0.2,0.106,-2.9,1.1,-1.8,0.0
C,2.0,0.0,28.0,7.1,8.9,0.8,0.0,0.0,7.1,8.9,0.8,0.0,5.3,0.0,7.1,12.5,19.6,1.8,0.0,10.7,3.6,5.3,14.2,109.0,98.0,21.3,0.633,0.0,0.6,16.3,26.8,21.6,5.1,0.0,17.3,24.0,13.2,0.0,0.1,0.1,0.15,-1.4,4.7,3.3,0.0
