Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
PF,68.0,68.0,2020.0,9.0,20.8,0.434,3.5,9.7,0.362,5.5,11.1,0.497,3.4,4.0,0.843,1.9,10.4,12.3,1.9,0.9,1.0,2.0,2.5,25.0,107.0,110.0,15.6,0.552,0.465,0.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,1.0,-1.2,-0.2,0.9
PF,52.0,51.0,1682.0,9.9,22.9,0.43,3.5,9.6,0.361,6.4,13.3,0.479,4.9,5.6,0.872,2.1,11.4,13.6,2.2,1.1,1.0,2.5,3.5,28.1,107.0,112.0,17.1,0.553,0.418,0.245,4.7,25.9,15.2,7.2,1.1,1.7,8.8,25.1,1.3,1.5,2.7,0.078,1.4,-1.5,-0.2,0.7
SF,61.0,61.0,1878.0,8.3,18.7,0.445,3.6,10.1,0.358,4.7,8.6,0.548,3.7,4.2,0.868,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117.0,110.0,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5.0,0.127,0.4,-0.1,0.4,1.1
