Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
C,23.0,1.0,321.0,5.0,10.9,0.456,0.0,0.0,5.0,10.9,0.456,2.1,3.5,0.591,2.9,7.4,10.3,0.2,0.6,2.6,2.9,6.3,12.0,89.0,105.0,6.9,0.483,0.0,0.324,6.6,16.0,11.4,0.5,0.6,3.7,18.8,13.4,-0.2,0.4,0.2,0.028,-5.3,0.3,-5.0,-0.2
C,13.0,0.0,82.0,6.6,13.8,0.476,0.0,0.0,6.6,13.8,0.476,7.9,9.8,0.8,3.9,11.1,15.1,1.3,0.7,2.6,3.3,7.2,21.0,110.0,104.0,15.1,0.58,0.0,0.714,8.9,24.8,16.9,3.9,0.7,3.7,15.3,18.9,0.1,0.1,0.2,0.13,-1.9,0.3,-1.7,0.0
