Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
C,14.0,0.0,55.0,4.8,20.3,0.238,0.0,0.0,4.8,20.3,0.238,2.9,3.9,0.75,11.6,9.7,21.3,1.9,0.0,2.9,2.9,4.8,12.6,82.0,100.0,8.8,0.286,0.0,0.19,24.8,19.9,22.3,5.7,0.0,4.0,11.6,21.4,-0.1,0.1,0.0,-0.015,-5.0,-2.9,-7.8,-0.1
C,80.0,79.0,1964.0,7.3,14.1,0.517,0.0,0.0,7.3,14.1,0.517,1.9,3.4,0.561,5.1,10.9,16.0,1.1,1.3,2.3,2.8,4.7,16.5,104.0,104.0,14.6,0.529,0.0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,1.2,2.8,4.0,0.098,-1.4,0.1,-1.3,0.3
