Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
SG,11.0,2.0,182.0,8.1,17.0,0.475,2.0,2.6,0.778,6.0,14.4,0.42,5.2,8.3,0.621,4.3,5.2,9.5,2.0,2.0,0.3,2.9,3.7,23.3,111.0,110.0,16.2,0.564,0.153,0.492,9.3,11.6,10.4,6.4,2.0,0.4,12.2,20.4,0.3,0.1,0.4,0.108,1.7,-0.1,1.6,0.2
SG,56.0,34.0,1118.0,5.6,12.2,0.458,0.8,2.4,0.333,4.8,9.8,0.488,3.3,4.2,0.783,2.9,5.5,8.4,1.8,1.8,0.8,2.5,4.3,15.3,103.0,112.0,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1.0,0.045,-2.1,-0.4,-2.5,-0.1
SG,63.0,31.0,1827.0,6.5,15.9,0.412,1.3,3.9,0.321,5.3,11.9,0.442,4.8,6.1,0.788,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,102.0,108.0,13.2,0.516,0.249,0.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,1.2,1.2,2.4,0.063,-1.2,-0.2,-1.4,0.3
SF,82.0,82.0,2541.0,6.2,15.2,0.41,1.4,4.5,0.315,4.8,10.7,0.45,3.3,4.2,0.795,1.5,5.0,6.6,2.7,2.2,0.6,2.7,4.1,17.2,99.0,110.0,10.5,0.505,0.294,0.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-2.2,-0.3,-2.6,-0.4
SF,65.0,24.0,1020.0,5.0,11.9,0.415,1.0,2.9,0.328,4.0,9.0,0.444,2.2,3.1,0.705,1.8,5.8,7.5,2.4,2.0,0.8,2.2,4.9,13.0,97.0,107.0,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,0.041,-3.7,0.6,-3.1,-0.3
