Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
SF,4,0,8,0.0,12.5,0.0,0.0,6.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0,6.3,6.3,0.0,6.3,0.0,6.3,0.0,0.0,0,96,-8.9,0.0,0.5,0.0,0.0,14.0,7.1,0.0,6.3,0.0,33.3,16.9,-0.1,0.0,-0.1,-0.334,-14.7,1.0,-13.7,0.0
