Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
SF,15,1,161,5.5,14.0,0.391,3.0,10.6,0.286,2.4,3.3,0.727,1.2,1.8,0.667,0.6,5.2,5.8,1.5,1.5,0.0,1.2,3.3,15.2,102,111,7.6,0.514,0.761,0.13,1.3,11.2,6.3,4.4,1.5,0.0,7.6,14.0,0.0,0.2,0.2,0.051,-3.6,0.1,-3.5,-0.1
SG,79,68,2043,7.1,17.8,0.399,5.7,15.3,0.372,1.4,2.5,0.569,1.2,1.5,0.836,0.6,4.4,5.0,3.2,1.0,0.3,1.5,4.9,21.1,113,112,10.6,0.573,0.86,0.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,1.9,2.0,3.9,0.092,-0.3,-0.3,-0.6,0.7
