Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
SG,56.0,5.0,974.0,7.2,19.2,0.377,3.6,10.0,0.362,3.6,9.2,0.393,2.3,3.2,0.714,0.9,5.7,6.5,4.0,0.9,0.3,1.9,3.2,20.3,100.0,114.0,10.0,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2
SG,48.0,11.0,698.0,7.4,18.3,0.405,3.1,9.2,0.333,4.4,9.2,0.477,2.6,4.2,0.623,1.9,6.0,7.8,3.9,1.0,0.1,1.9,3.7,20.5,104.0,114.0,11.2,0.509,0.5,0.231,4.2,13.7,8.9,12.4,1.0,0.3,8.5,19.7,0.2,0.4,0.6,0.043,-1.4,-2.1,-3.5,-0.3
