Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,21,ORL,NBA,PG,80,44,31.1,4.9,11.7,.419,0.9,2.8,.327,4.0,8.9,.448,.458,3.1,4.0,.780,0.5,3.6,4.1,4.1,1.6,0.5,3.2,2.6,13.8
2014-15,22,ORL,NBA,SG,72,71,35.7,6.6,15.1,.436,1.2,3.4,.339,5.4,11.6,.464,.474,3.6,4.4,.819,0.7,3.5,4.2,4.1,1.7,0.3,2.8,2.6,17.9
2015-16,23,ORL,NBA,SG,72,52,33.0,5.9,13.5,.438,1.4,3.9,.348,4.5,9.6,.475,.489,2.8,3.4,.830,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0
2016-17,24,OKC,NBA,SG,67,67,33.2,6.1,13.9,.442,1.9,5.3,.361,4.3,8.7,.491,.510,1.7,2.3,.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9
2017-18,25,IND,NBA,SG,75,75,34.0,8.5,17.9,.477,2.1,5.8,.371,6.4,12.1,.528,.537,3.9,4.9,.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1
2018-19,26,IND,NBA,SG,36,36,31.9,6.9,16.3,.423,2.1,6.0,.343,4.9,10.3,.470,.486,2.9,3.9,.730,0.6,5.0,5.6,5.2,1.7,0.3,2.3,2.0,18.8
2019-20,27,IND,NBA,SG,19,16,27.8,5.1,12.9,.394,1.7,5.5,.317,3.4,7.5,.451,.461,2.5,3.1,.814,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9,14.5
2020-21,28,TOT,NBA,SG,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8
2021-22,29,MIA,NBA,SG,8,1,21.6,4.4,9.1,.479,1.9,4.5,.417,2.5,4.6,.541,.582,1.8,2.4,.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4
2022-23,30,MIA,NBA,SG,6,0,24.3,3.2,7.3,.432,1.2,4.0,.292,2.0,3.3,.600,.511,0.8,1.5,.556,0.2,2.7,2.8,2.8,1.5,0.0,1.2,2.5,8.3
