Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,19,SAC,NBA,C,71,8,13.1,2.1,4.5,.459,0.1,0.3,.190,2.0,4.2,.478,.465,0.5,0.8,.655,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.8,4.7
2008-09,20,SAC,NBA,C,77,51,29.3,4.8,10.4,.466,0.5,1.5,.348,4.3,8.9,.486,.491,1.2,1.8,.662,1.9,5.2,7.1,1.9,0.6,1.2,2.1,3.2,11.4
2009-10,21,SAC,NBA,C,72,59,26.4,4.3,9.3,.468,0.4,1.2,.299,4.0,8.0,.494,.488,1.0,1.5,.689,2.0,4.0,6.1,2.2,0.4,1.2,1.8,2.8,10.0
2010-11,22,PHI,NBA,C,81,81,21.2,3.3,7.0,.465,0.1,0.5,.243,3.1,6.6,.480,.473,0.6,1.1,.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2
2011-12,23,PHI,NBA,C,37,29,24.9,4.2,8.6,.489,0.1,0.3,.250,4.1,8.3,.498,.494,1.1,1.5,.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,2.7,9.6
2012-13,24,PHI,NBA,C,82,40,27.2,4.6,9.9,.464,0.4,1.1,.356,4.2,8.8,.477,.483,1.5,1.9,.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11.0
2013-14,25,TOT,NBA,C,80,78,30.9,5.0,11.0,.456,1.6,3.9,.416,3.4,7.2,.478,.529,1.5,1.9,.783,1.6,6.6,8.3,3.0,0.6,1.2,2.2,3.0,13.2
2014-15,26,LAC,NBA,PF,73,15,17.5,2.2,5.7,.393,0.8,2.4,.313,1.5,3.3,.452,.459,0.6,0.9,.647,0.4,3.1,3.5,1.2,0.3,0.7,0.8,2.4,5.8
2015-16,27,CHO,NBA,PF,57,6,18.2,2.2,5.4,.405,0.7,1.8,.373,1.5,3.6,.422,.467,0.9,1.1,.831,0.9,3.4,4.3,1.9,0.4,0.5,1.0,1.9,6.0
2016-17,28,TOT,NBA,PF,54,1,14.8,2.5,5.1,.484,0.5,1.5,.309,2.0,3.6,.556,.529,0.8,1.0,.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2
