Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,21,BRK,NBA,SF,29,17,21.2,2.2,4.8,.457,0.1,0.5,.286,2.0,4.3,.476,.471,1.3,1.8,.712,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,5.8
2016-17,22,BRK,NBA,SF,78,50,22.6,3.0,6.9,.434,0.2,0.9,.224,2.8,6.1,.463,.447,2.4,3.2,.751,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,8.7
2017-18,23,BRK,NBA,SF,68,59,28.2,5.0,10.6,.472,0.2,0.8,.241,4.8,9.9,.491,.481,3.7,4.6,.788,1.5,5.3,6.8,2.5,1.0,0.7,1.8,2.1,13.9
2018-19,24,BRK,NBA,SF,59,21,20.9,3.4,8.3,.411,0.2,0.8,.184,3.2,7.4,.436,.420,2.0,3.1,.645,1.4,3.8,5.3,1.6,0.7,0.5,1.2,1.8,8.9
2019-20,25,TOR,NBA,PF,60,6,18.7,2.6,5.5,.471,0.1,0.4,.130,2.5,5.1,.497,.476,1.8,2.4,.734,1.8,2.9,4.7,1.8,0.8,0.4,1.0,1.9,7.0
2020-21,26,POR,NBA,PF,11,1,9.7,0.8,1.6,.500,0.0,0.1,.000,0.8,1.5,.529,.500,0.8,1.5,.563,1.0,1.4,2.4,1.2,0.2,0.4,0.2,1.4,2.5
