Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,POR,NBA,SG,79,4,20.2,2.4,5.4,.442,0.3,1.0,.263,2.1,4.5,.480,.465,1.6,2.0,.800,0.2,1.8,2.0,2.8,0.5,0.0,1.3,1.7,6.7
2006-07,23,POR,NBA,PG,79,79,33.6,4.1,8.9,.454,0.8,2.3,.350,3.3,6.6,.490,.499,3.1,3.5,.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,2.6,12.0
2007-08,24,POR,NBA,SG,82,16,27.2,3.3,7.6,.431,0.8,2.3,.342,2.5,5.2,.470,.483,2.6,3.0,.867,0.4,2.5,2.9,3.8,0.7,0.0,2.2,1.6,9.9
2008-09,25,IND,NBA,SG,82,53,33.1,4.7,10.4,.453,1.0,2.7,.353,3.8,7.7,.487,.498,2.7,3.2,.852,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1
2009-10,26,TOR,NBA,PG,82,43,27.4,3.9,8.2,.481,1.0,2.4,.412,2.9,5.8,.511,.542,2.5,2.9,.842,0.4,2.3,2.7,5.0,0.7,0.1,2.0,1.8,11.4
2010-11,27,TOT,NBA,"PG,SG",83,15,20.7,3.1,7.7,.408,0.4,1.3,.306,2.7,6.4,.429,.434,2.2,2.6,.850,0.2,1.8,2.1,2.9,0.7,0.1,1.3,1.2,8.9
2011-12,28,NOH,NBA,PG,45,39,34.0,5.9,13.0,.456,0.9,2.5,.348,5.0,10.5,.482,.490,2.9,3.3,.872,0.5,3.4,3.9,6.3,0.7,0.2,2.4,2.1,15.6
2012-13,29,GSW,NBA,SG,79,4,29.7,4.9,10.8,.452,1.0,2.6,.404,3.9,8.3,.466,.499,2.1,2.5,.843,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7,12.9
2013-14,30,CLE,NBA,PG,80,31,28.2,3.6,8.7,.410,0.8,2.3,.341,2.8,6.4,.435,.455,1.6,1.9,.839,0.3,2.5,2.8,4.1,0.7,0.3,1.7,1.7,9.5
2014-15,31,BRK,NBA,PG,80,27,28.0,4.5,10.2,.439,0.5,1.8,.267,4.0,8.4,.477,.463,2.5,2.8,.881,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12.0
2015-16,32,BRK,NBA,PG,32,32,32.1,4.4,11.2,.391,1.0,3.2,.304,3.4,8.0,.426,.434,3.1,3.5,.893,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,12.8
2016-17,33,NOP,NBA,PG,2,0,16.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,1.0,1.0,1.000,0.0,0.0,0.0,2.5,1.0,0.0,1.5,2.0,3.0
2017-18,34,NYK,NBA,PG,62,56,25.0,3.0,7.1,.427,0.4,1.4,.291,2.6,5.8,.459,.455,1.0,1.2,.840,0.4,2.7,3.1,5.6,0.6,0.1,1.9,1.6,7.5
