Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,21,CHA,NBA,PG,66,25,27.2,4.3,11.6,.366,1.0,3.4,.305,3.2,8.2,.392,.411,2.5,3.2,.789,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1.2,12.1
2012-13,22,CHA,NBA,PG,82,82,34.9,6.4,15.2,.423,1.3,4.0,.322,5.1,11.1,.459,.466,3.6,4.5,.798,0.7,2.7,3.5,5.7,2.0,0.4,2.4,1.9,17.7
2013-14,23,CHA,NBA,PG,73,73,35.8,6.2,15.7,.393,1.5,4.5,.333,4.7,11.2,.417,.441,3.9,4.6,.837,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7
2014-15,24,CHO,NBA,PG,62,58,34.2,6.1,15.8,.385,1.4,4.5,.304,4.7,11.3,.418,.429,3.8,4.6,.827,0.6,3.0,3.5,5.1,1.4,0.5,1.6,1.5,17.3
2015-16,25,CHO,NBA,PG,81,81,35.6,7.0,16.4,.427,2.2,6.0,.371,4.8,10.4,.459,.495,4.6,5.4,.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9
2016-17,26,CHO,NBA,PG,79,79,34.7,8.1,18.3,.444,3.0,7.6,.399,5.1,10.7,.476,.527,3.8,4.5,.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2
2017-18,27,CHO,NBA,PG,80,80,34.2,7.4,17.0,.431,2.9,7.5,.384,4.5,9.5,.469,.516,4.5,5.3,.864,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,22.1
2018-19,28,CHO,NBA,PG,82,82,34.9,8.9,20.5,.434,3.2,8.9,.356,5.7,11.6,.494,.511,4.6,5.5,.844,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6
2019-20,29,BOS,NBA,PG,56,56,31.1,6.8,15.9,.425,3.2,8.4,.381,3.5,7.4,.476,.526,3.7,4.3,.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4
2020-21,30,BOS,NBA,PG,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3
2021-22,31,NYK,NBA,PG,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
2022-23,32,DAL,NBA,PG,3,1,25.0,5.3,11.7,.457,1.7,5.7,.294,3.7,6.0,.611,.529,3.0,4.0,.750,0.7,2.7,3.3,4.7,0.0,0.7,1.0,2.0,15.3
